,Index,Classifier,Popularity,Adjacents,Distribution,Jump
178,178,Halal,210.5199999999966,91,0.006788026632268941,8.487039577290828e-05
179,179,Indian,284.51999999999236,92,0.006703156236496033,8.657346752877042e-05
180,180,Sports Bars,539.5199999999858,93,0.0066165827689672625,8.818270527660016e-05
181,181,Japanese,419.91999999998467,94,0.006528400063690662,0.00018081409704399053
182,182,Steakhouses,307.7199999999911,96,0.006347585966646672,0.0
183,183,Tapas/Small Plates,214.91999999999638,96,0.006347585966646672,9.24405337332096e-05
184,184,French,273.51999999999305,97,0.006255145432913462,9.366838645840075e-05
185,185,Beer Bar,293.11999999999193,98,0.006161477046455061,9.480020750496365e-05
186,186,Venues & Event Spaces,256.319999999994,99,0.006066676838950098,0.0001926121624801283
187,187,Middle Eastern,384.1199999999868,101,0.0058740646764699695,9.762077464501445e-05
188,188,Lounges,348.91999999998876,102,0.005776443901824955,0.0
189,189,Soup,451.3199999999829,102,0.005776443901824955,9.837054257847994e-05
190,190,Food Court,169.5199999999989,103,0.005678073359246475,0.00039910830028774217
191,191,Diners,394.9199999999862,107,0.005278965058958733,0.00010072425710431609
192,192,Pubs,643.3200000000094,108,0.005178240801854417,0.00010092355295322156
193,193,Chicken Wings,1042.9200000001,109,0.005077317248901195,0.00040396448545925584
194,194,Imported Food,367.3199999999877,113,0.004673352763441939,0.00020098698678243723
195,195,Wine Bars,504.71999999997985,115,0.004472365776659502,0.0
196,196,Food Stands,309.919999999991,115,0.004472365776659502,9.996869530117837e-05
197,197,Chinese,810.9200000000475,116,0.004372397081358324,0.00039467214275509203
198,198,Cocktail Bars,449.3199999999831,120,0.003977724938603232,9.702517489700068e-05
199,199,Mediterranean,543.5199999999867,121,0.003880699763706231,0.0001916335893100865
200,200,Canadian (New),634.3200000000072,123,0.0036890661743961446,0.0
201,201,Barbeque,527.119999999983,123,0.0036890661743961446,0.0002805483331989097
202,202,Delis,1232.3200000001432,126,0.003408517841197235,9.146426249531528e-05
203,203,Mexican,1236.120000000144,127,0.0033170535787019196,0.0
204,204,Ice Cream & Frozen Yogurt,928.3200000000743,127,0.0033170535787019196,9.03579210496581e-05
205,205,Juice Bars & Smoothies,1008.7200000000923,128,0.0032266956576522616,0.0
206,206,Vegan,549.9199999999881,128,0.0032266956576522616,0.0
207,207,Italian,1108.520000000115,128,0.0032266956576522616,8.920727873506801e-05
208,208,Seafood,635.9200000000078,129,0.0031374883789171935,0.0
209,209,Local Flavor,295.5199999999918,129,0.0031374883789171935,0.00026031450115929786
210,210,Gluten-Free,561.7199999999908,132,0.0028771738777578957,0.0001670959470605497
211,211,Food Delivery Services,794.5200000000438,134,0.002710077930697346,8.152020017567364e-05
212,212,Asian Fusion,587.3199999999966,135,0.0026285577305216723,0.0
213,213,Vegetarian,606.320000000001,135,0.0026285577305216723,0.00023614359721836793
214,214,Pizza,1490.3200000002016,138,0.0023924141333033044,0.00015020938363322035
215,215,Burgers,2411.3199999999983,140,0.002242204749670084,0.00021418044646604644
216,216,Food Trucks,595.9199999999986,143,0.0020280243032040376,6.838417635136916e-05
217,217,Salad,1403.5200000001819,144,0.0019596401268526685,0.0004362210399032817
218,218,Caterers,1248.920000000147,151,0.0015234190869493867,0.000453977542076377
219,219,Comfort Food,915.5200000000713,160,0.0010694415448730097,8.539758714659986e-05
220,220,Bakeries,1830.9200000002795,162,0.0009840439577264099,4.0697707166314026e-05
221,221,Ethnic Food,1013.7200000000937,163,0.0009433462505600959,3.939219112550872e-05
222,222,Beer,1802.3200000002728,164,0.0009039540594345871,0.0
223,223,Wine & Spirits,1802.3200000002728,164,0.0009039540594345871,0.00011056962868829915
224,224,American (New),1925.1200000003007,167,0.000793384430746288,3.439921196605577e-05
225,225,Fast Food,4545.319999998058,168,0.0007589852187802322,3.321095203846498e-05
226,226,Event Planning & Services,1635.720000000235,169,0.0007257742667417672,3.20475562919654e-05
227,227,American (Traditional),2505.9199999999123,170,0.0006937267104498018,3.090935705353981e-05
228,228,Cafes,2231.320000000162,171,0.000662817353396262,8.615466692771148e-05
229,229,Sandwiches,3817.31999999872,174,0.0005766626864685505,5.221739931432793e-05
230,230,Breakfast & Brunch,2809.3199999996364,176,0.0005244452871542226,0.0
231,231,Coffee & Tea,3556.319999998957,176,0.0005244452871542226,0.00015315775731607217
232,232,Desserts,1949.9200000003063,183,0.00037128752983815044,9.959782618213832e-05
233,233,Bars,2947.7199999995105,189,0.0002716897036560121,2.7678587778179835e-05
234,234,Specialty Food,2532.1199999998885,191,0.0002440111158778323,1.2908037128389046e-05
235,235,Nightlife,3098.919999999373,192,0.00023110307874944325,1.0
